OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,The base year for projected persons (2022),Projected persons (2023),Projected persons (2024),Projected persons (2025),Projected persons (2026),Projected persons (2027),Projected persons (2028),Projected persons (2029),Projected persons (2030),Projected persons (2031),Projected persons (2032),The base year for annual population change (2022),Annual population change (2023),Annual population change (2024),Annual population change (2025),Annual population change (2026),Annual population change (2027),Annual population change (2028),Annual population change (2029),Annual population change (2030),Annual population change (2031),Annual population change (2032),The base year for population change (2022),Relative population change (2023),Relative population change (2024),Relative population change (2025),Relative population change (2026),Relative population change (2027),Relative population change (2028),Relative population change (2029),Relative population change (2030),Relative population change (2031),Relative population change (2032),The base year for percentage annual population change (2022),Percentage annual population change (2023),Percentage annual population change (2024),Percentage annual population change (2025),Percentage annual population change (2026),Percentage annual population change (2027),Percentage annual population change (2028),Percentage annual population change (2029),Percentage annual population change (2030),Percentage annual population change (2031),Percentage annual population change (2032),The base year for percentage relative population change (2022),Percentage relative population change (2023),Percentage relative population change (2024),Percentage relative population change (2025),Percentage relative population change (2026),Percentage relative population change (2027),Percentage relative population change (2028),Percentage relative population change (2029),Percentage relative population change (2030),Percentage relative population change (2031),Percentage relative population change (2032),globalid,Shape__Area,Shape__Length
2067,507011163,Yangebup,6.0198,https://linked.data.gov.au/dataset/asgsed3/SA2/507011163,7954,8069,8164,8254,8346,8431,8513,8592,8666,8735,8801,0,115,95,90,92,85,82,79,74,69,66,0,115,210,300,392,477,559,638,712,781,847,0,1.445813,1.177345,1.102401,1.114611,1.018452,0.972601,0.927992,0.861266,0.796215,0.755581,0,1.445813,2.640181,3.771687,4.928338,5.996983,7.02791,8.021121,8.951471,9.818959,10.64873,60fe950d-5c38-4253-aff7-ed28af9d6d7b,0.000575261917219905,0.125402478551588
2068,507011259,Beeliar - Wattleup,28.7159,https://linked.data.gov.au/dataset/asgsed3/SA2/507011259,10904,11311,11681,12036,12375,12695,13012,13322,13625,13926,14223,0,407,370,355,339,320,317,310,303,301,297,0,407,777,1132,1471,1791,2108,2418,2721,3022,3319,0,3.732575,3.271152,3.039123,2.81655,2.585859,2.497046,2.382416,2.274433,2.209174,2.132701,0,3.732575,7.125825,10.381511,13.490462,16.425165,19.332355,22.175348,24.954145,27.7146,30.438371,055a8b7d-c006-48e3-a2f7-472d86976606,0.00274511485235962,0.229026082358586
2069,507011260,Jandakot,15.7037,https://linked.data.gov.au/dataset/asgsed3/SA2/507011260,2530,2547,2551,2559,2564,2568,2572,2575,2576,2577,2578,0,17,4,8,5,4,4,3,1,1,1,0,17,21,29,34,38,42,45,46,47,48,0,0.671937,0.157048,0.313603,0.195389,0.156006,0.155763,0.116641,0.038835,0.03882,0.038805,0,0.671937,0.83004,1.146245,1.343874,1.501976,1.660079,1.778656,1.818182,1.857708,1.897233,05181c72-1dcf-46e8-9722-0bf4da03dc2f,0.00150034489979589,0.195926822118589
2070,507021164,East Fremantle,3.1384,https://linked.data.gov.au/dataset/asgsed3/SA2/507021164,8064,8105,8126,8146,8159,8171,8179,8191,8198,8200,8197,0,41,21,20,13,12,8,12,7,2,-3,0,41,62,82,95,107,115,127,134,136,133,0,0.508433,0.259099,0.246124,0.159588,0.147077,0.097907,0.146717,0.08546,0.024396,-0.036585,0,0.508433,0.768849,1.016865,1.178075,1.326885,1.426091,1.574901,1.661706,1.686508,1.649306,30ee32df-e94e-4d56-8fa8-f8b92f4a7725,0.00029965917701702,0.0769044714392536
2071,507021165,Fremantle,29.5403,https://linked.data.gov.au/dataset/asgsed3/SA2/507021165,17848,18353,18772,19163,19526,19864,20184,20488,20776,21045,21298,0,505,419,391,363,338,320,304,288,269,253,0,505,924,1315,1678,2016,2336,2640,2928,3197,3450,0,2.829449,2.283006,2.082889,1.894275,1.731025,1.610954,1.506143,1.405701,1.294763,1.202186,0,2.829449,5.177051,7.367772,9.401614,11.295383,13.088301,14.791573,16.405199,17.912371,19.329897,c0ee098f-187d-4ce6-8fe2-cc7cef2c2057,0.00281989610289202,0.611049725642199
2072,507021166,Fremantle - South,7.3037,https://linked.data.gov.au/dataset/asgsed3/SA2/507021166,16045,16277,16455,16621,16771,16910,17039,17159,17270,17370,17460,0,232,178,166,150,139,129,120,111,100,90,0,232,410,576,726,865,994,1114,1225,1325,1415,0,1.445933,1.093568,1.008812,0.902473,0.828812,0.762862,0.704267,0.646891,0.579039,0.518135,0,1.445933,2.555313,3.589903,4.524774,5.391088,6.195076,6.942973,7.634777,8.258024,8.818947,5cf50879-75f3-4201-9613-9248105c448f,0.000697540752526038,0.201840150396297
2073,507021167,O'Connor (WA),1.6691,https://linked.data.gov.au/dataset/asgsed3/SA2/507021167,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d5798424-6c80-4e5a-b7cb-2d0e96f1f9ce,0.000159373688802589,0.0720516696617117
2074,507031169,Wellard (West) - Bertram,12.448,https://linked.data.gov.au/dataset/asgsed3/SA2/507031169,19643,21131,22497,23790,25020,26170,27303,28416,29508,30583,31646,0,1488,1366,1293,1230,1150,1133,1113,1092,1075,1063,0,1488,2854,4147,5377,6527,7660,8773,9865,10940,12003,0,7.575218,6.464436,5.747433,5.17024,4.596323,4.329385,4.076475,3.842905,3.64308,3.475787,0,7.575218,14.529349,21.111846,27.373619,33.228122,38.99608,44.662221,50.221453,55.69414,61.105737,41178010-ebc2-49c4-8c47-c327423e8a03,0.00119135736258613,0.187325358952371
2075,507031170,Calista,15.1365,https://linked.data.gov.au/dataset/asgsed3/SA2/507031170,7697,7823,7927,8018,8096,8167,8228,8285,8333,8377,8414,0,126,104,91,78,71,61,57,48,44,37,0,126,230,321,399,470,531,588,636,680,717,0,1.637001,1.329413,1.147975,0.972811,0.876976,0.746908,0.692756,0.57936,0.528021,0.441686,0,1.637001,2.988177,4.170456,5.183838,6.106275,6.898792,7.63934,8.26296,8.834611,9.315318,551a86ab-19ea-41dc-a71c-9eddcbe3379c,0.00144854805967043,0.17300900577856
2076,507031172,Hope Valley - Postans,24.7949,https://linked.data.gov.au/dataset/asgsed3/SA2/507031172,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2a887467-c04f-4820-98c6-1d574046fb55,0.00237166155602608,0.234893145592172
2077,507031173,Kwinana Industrial,16.7145,https://linked.data.gov.au/dataset/asgsed3/SA2/507031173,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fbaabf50-9712-47ba-8d49-089eae7e21b8,0.00159896166496765,0.21933344342228
2078,507031174,Parmelia - Orelia,7.8295,https://linked.data.gov.au/dataset/asgsed3/SA2/507031174,11795,11945,12065,12175,12272,12364,12448,12526,12596,12657,12716,0,150,120,110,97,92,84,78,70,61,59,0,150,270,380,477,569,653,731,801,862,921,0,1.271725,1.004604,0.911728,0.796715,0.749674,0.679392,0.626607,0.558838,0.484281,0.466145,0,1.271725,2.289106,3.221704,4.044086,4.824078,5.536244,6.197541,6.791013,7.308181,7.808393,722ff8b3-5a65-4603-9f04-981d8495de38,0.000749191334534771,0.120067547044604
2079,507031261,Casuarina - Wandi,43.0889,https://linked.data.gov.au/dataset/asgsed3/SA2/507031261,10260,10774,11248,11704,12144,12562,12974,13378,13782,14179,14569,0,514,474,456,440,418,412,404,404,397,390,0,514,988,1444,1884,2302,2714,3118,3522,3919,4309,0,5.009747,4.39948,4.054054,3.759398,3.442029,3.279733,3.11392,3.019883,2.880569,2.750547,0,5.009747,9.62963,14.074074,18.362573,22.436647,26.452242,30.389864,34.327485,38.196881,41.998051,d57b7981-52c8-479c-a15e-4c79c2360c5a,0.0041220129373869,0.362105848830271
2080,507041175,Applecross - Ardross,5.4274,https://linked.data.gov.au/dataset/asgsed3/SA2/507041175,12153,12339,12481,12623,12752,12876,12993,13106,13208,13309,13400,0,186,142,142,129,124,117,113,102,101,91,0,186,328,470,599,723,840,953,1055,1156,1247,0,1.530486,1.150823,1.137729,1.021944,0.972396,0.908667,0.869699,0.778269,0.764688,0.683748,0,1.530486,2.698922,3.867358,4.928824,5.949148,6.911874,7.841685,8.680984,9.512055,10.260841,0105b803-2a35-4bf3-9db1-2d50d145b592,0.000518143253884773,0.123829173480239
2081,507041176,Bateman,1.9561,https://linked.data.gov.au/dataset/asgsed3/SA2/507041176,3923,3928,3911,3895,3875,3852,3829,3804,3778,3752,3726,0,5,-17,-16,-20,-23,-23,-25,-26,-26,-26,0,5,-12,-28,-48,-71,-94,-119,-145,-171,-197,0,0.127453,-0.43279,-0.409103,-0.513479,-0.593548,-0.597092,-0.652912,-0.683491,-0.688195,-0.692964,0,0.127453,-0.305888,-0.713739,-1.223553,-1.809839,-2.396125,-3.033393,-3.696151,-4.358909,-5.021667,6e4a4691-7b48-4b46-bcb1-a1203c09765d,0.000186817396752303,0.0603629342802595
2082,507041177,Bicton - Palmyra,6.322,https://linked.data.gov.au/dataset/asgsed3/SA2/507041177,15331,15532,15689,15840,15974,16102,16220,16330,16429,16522,16606,0,201,157,151,134,128,118,110,99,93,84,0,201,358,509,643,771,889,999,1098,1191,1275,0,1.311069,1.010816,0.962458,0.84596,0.801302,0.732828,0.678175,0.606246,0.566072,0.508413,0,1.311069,2.335138,3.32007,4.194116,5.029026,5.798708,6.516209,7.161959,7.768573,8.316483,10868092-cafb-468d-9be0-e3cf5437c505,0.000603535386744625,0.115176738308569
2083,507041178,Booragoon,6.7888,https://linked.data.gov.au/dataset/asgsed3/SA2/507041178,16177,16442,16648,16843,17027,17200,17364,17516,17651,17778,17895,0,265,206,195,184,173,164,152,135,127,117,0,265,471,666,850,1023,1187,1339,1474,1601,1718,0,1.638128,1.252889,1.171312,1.092442,1.016033,0.953488,0.875374,0.770724,0.719506,0.658117,0,1.638128,2.911541,4.116956,5.254373,6.323793,7.337578,8.277184,9.111702,9.896767,10.620016,ad64f840-65f7-43f8-a901-85aa06234201,0.00064817818110896,0.15214313118738
2084,507041179,Bull Creek,4.1624,https://linked.data.gov.au/dataset/asgsed3/SA2/507041179,8256,8378,8461,8536,8602,8664,8724,8777,8833,8880,8918,0,122,83,75,66,62,60,53,56,47,38,0,122,205,280,346,408,468,521,577,624,662,0,1.477713,0.99069,0.88642,0.773196,0.720763,0.692521,0.607519,0.638031,0.532096,0.427928,0,1.477713,2.483043,3.391473,4.190891,4.94186,5.668605,6.310562,6.988857,7.55814,8.018411,1a49b105-6cd4-4dcf-83d0-de6f2287a426,0.000397505772298246,0.0809788362246557
2085,507041180,Leeming,6.6994,https://linked.data.gov.au/dataset/asgsed3/SA2/507041180,11169,11220,11238,11248,11252,11248,11236,11219,11202,11178,11152,0,51,18,10,4,-4,-12,-17,-17,-24,-26,0,51,69,79,83,79,67,50,33,9,-17,0,0.456621,0.160428,0.088984,0.035562,-0.035549,-0.106686,-0.151299,-0.151529,-0.214247,-0.2326,0,0.456621,0.617781,0.707315,0.743128,0.707315,0.599875,0.447668,0.295461,0.08058,-0.152207,17f9f192-8e05-4e0c-9477-47c4e1054f11,0.00063984380221882,0.109631257386117
2086,507041181,Melville,7.8838,https://linked.data.gov.au/dataset/asgsed3/SA2/507041181,18095,18292,18434,18567,18700,18822,18935,19040,19137,19225,19304,0,197,142,133,133,122,113,105,97,88,79,0,197,339,472,605,727,840,945,1042,1130,1209,0,1.088699,0.776296,0.721493,0.716325,0.652406,0.600361,0.554529,0.509454,0.459842,0.410923,0,1.088699,1.873446,2.608455,3.343465,4.017684,4.642166,5.222437,5.758497,6.244819,6.681404,7020f645-391f-4ac3-8813-190a3d4fc8e9,0.000752671484633538,0.130361385775562
2087,507041182,Murdoch - Kardinya,8.6462,https://linked.data.gov.au/dataset/asgsed3/SA2/507041182,12877,13081,13219,13349,13464,13576,13679,13771,13855,13932,13996,0,204,138,130,115,112,103,92,84,77,64,0,204,342,472,587,699,802,894,978,1055,1119,0,1.58422,1.054965,0.983433,0.861488,0.831848,0.758692,0.672564,0.609977,0.555756,0.459374,0,1.58422,2.655898,3.66545,4.558515,5.428283,6.228159,6.942611,7.594937,8.192902,8.689912,98b5501a-74e0-46b9-8b01-edc77a4301c4,0.000825772216330733,0.141714850862643
2088,507041183,Willagee,2.0887,https://linked.data.gov.au/dataset/asgsed3/SA2/507041183,5742,5836,5910,5980,6045,6105,6161,6216,6263,6311,6354,0,94,74,70,65,60,56,55,47,48,43,0,94,168,238,303,363,419,474,521,569,612,0,1.63706,1.267992,1.184433,1.086957,0.992556,0.917281,0.892712,0.756113,0.766406,0.68135,0,1.63706,2.92581,4.144897,5.276907,6.321839,7.297109,8.254963,9.073494,9.909439,10.658307,e70a208b-ca6e-42d0-b6cd-b7f2ef95d633,0.000199437505671085,0.0626791142820264
2089,507041184,Winthrop,3.4789,https://linked.data.gov.au/dataset/asgsed3/SA2/507041184,6204,6300,6382,6465,6547,6628,6706,6781,6854,6926,6994,0,96,82,83,82,81,78,75,73,72,68,0,96,178,261,343,424,502,577,650,722,790,0,1.547389,1.301587,1.300533,1.268368,1.237208,1.176826,1.118401,1.076537,1.050481,0.981808,0,1.547389,2.869117,4.206963,5.528691,6.8343,8.091554,9.300451,10.477112,11.637653,12.73372,f0be17e7-8fcd-4c0b-8d56-f3ceb323124b,0.000332215736762009,0.0829738644901076
2090,507051186,Cooloongup,4.9901,https://linked.data.gov.au/dataset/asgsed3/SA2/507051186,8811,8907,8979,9044,9103,9155,9201,9242,9278,9311,9337,0,96,72,65,59,52,46,41,36,33,26,0,96,168,233,292,344,390,431,467,500,526,0,1.089547,0.808353,0.723911,0.652366,0.57124,0.502458,0.445604,0.389526,0.35568,0.27924,0,1.089547,1.906708,2.644422,3.314039,3.904211,4.426285,4.891613,5.300193,5.674725,5.96981,18ff37ae-0d34-4de8-8164-0ceecaf47bb3,0.000477769183135024,0.102898178835636
2091,507051187,Port Kennedy,21.2107,https://linked.data.gov.au/dataset/asgsed3/SA2/507051187,13954,13994,13992,13975,13942,13894,13837,13771,13697,13615,13527,0,40,-2,-17,-33,-48,-57,-66,-74,-82,-88,0,40,38,21,-12,-60,-117,-183,-257,-339,-427,0,0.286656,-0.014292,-0.121498,-0.236136,-0.344283,-0.410249,-0.476982,-0.537361,-0.598671,-0.646346,0,0.286656,0.272323,0.150494,-0.085997,-0.429984,-0.838469,-1.311452,-1.841766,-2.429411,-3.060054,feec5d8b-3bd2-4da2-bd5a-3294cf4e2176,0.00203241700160106,0.192111230746708
2092,507051188,Rockingham,35.722,https://linked.data.gov.au/dataset/asgsed3/SA2/507051188,17403,17804,18130,18428,18688,18921,19143,19348,19537,19713,19878,0,401,326,298,260,233,222,205,189,176,165,0,401,727,1025,1285,1518,1740,1945,2134,2310,2475,0,2.3042,1.831049,1.643685,1.410896,1.246789,1.1733,1.070888,0.976845,0.900855,0.837011,0,2.3042,4.177441,5.889789,7.383784,8.722634,9.998276,11.176234,12.262254,13.273574,14.221686,65962f6c-ef53-4ce2-b122-c35a7453aa20,0.00341831308924156,0.606148372771727
2093,507051189,Rockingham Lakes,21.0334,https://linked.data.gov.au/dataset/asgsed3/SA2/507051189,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79bf8a4c-a02e-4c76-9e63-6b1a9e2dd824,0.00201426605553934,0.232743123261867
2094,507051190,Safety Bay - Shoalwater,7.1927,https://linked.data.gov.au/dataset/asgsed3/SA2/507051190,12558,12576,12564,12543,12508,12468,12420,12366,12309,12246,12177,0,18,-12,-21,-35,-40,-48,-54,-57,-63,-69,0,18,6,-15,-50,-90,-138,-192,-249,-312,-381,0,0.143335,-0.09542,-0.167144,-0.27904,-0.319795,-0.384986,-0.434783,-0.460941,-0.511821,-0.563449,0,0.143335,0.047778,-0.119446,-0.398153,-0.716675,-1.098901,-1.528906,-1.9828,-2.484472,-3.033923,c555ba97-0272-45ad-b2e2-420d4e1472f0,0.000688646523030911,0.17400213927799
2095,507051191,Singleton - Golden Bay - Secret Harbour,14.5709,https://linked.data.gov.au/dataset/asgsed3/SA2/507051191,23683,24327,24887,25431,25962,26458,26947,27423,27884,28334,28772,0,644,560,544,531,496,489,476,461,450,438,0,644,1204,1748,2279,2775,3264,3740,4201,4651,5089,0,2.71925,2.301969,2.18588,2.088003,1.910485,1.848212,1.76643,1.681071,1.613829,1.545846,0,2.71925,5.083815,7.380822,9.622936,11.717266,13.782038,15.791918,17.738462,19.638559,21.487987,9f1bbff8-3f50-4b23-afa0-0d882fb2bff7,0.00139696793553412,0.176191183321384
2096,507051192,Waikiki,5.7834,https://linked.data.gov.au/dataset/asgsed3/SA2/507051192,13037,13146,13217,13276,13325,13359,13388,13407,13418,13419,13413,0,109,71,59,49,34,29,19,11,1,-6,0,109,180,239,288,322,351,370,381,382,376,0,0.836082,0.540088,0.446395,0.369087,0.255159,0.217082,0.141918,0.082047,0.007453,-0.044713,0,0.836082,1.380686,1.833244,2.209097,2.469893,2.692337,2.838076,2.922451,2.930122,2.884099,a784bfbe-7682-4e1e-9ab0-c027434427c4,0.000553822538677196,0.115136506397612
2097,507051193,Warnbro,5.6428,https://linked.data.gov.au/dataset/asgsed3/SA2/507051193,11229,11407,11554,11695,11825,11948,12065,12171,12277,12375,12469,0,178,147,141,130,123,117,106,106,98,94,0,178,325,466,596,719,836,942,1048,1146,1240,0,1.585181,1.288682,1.220357,1.111586,1.040169,0.979243,0.878574,0.870923,0.798241,0.759596,0,1.585181,2.894292,4.149969,5.307685,6.403063,7.445008,8.388993,9.332977,10.205717,11.042836,1fcb0e90-ed3c-4c70-813d-f6d68a2dc57b,0.000540498834652681,0.110652596889995
2098,507051312,Baldivis - North,57.3058,https://linked.data.gov.au/dataset/asgsed3/SA2/507051312,12958,13644,14274,14877,15451,15994,16524,17050,17564,18067,18559,0,686,630,603,574,543,530,526,514,503,492,0,686,1316,1919,2493,3036,3566,4092,4606,5109,5601,0,5.294027,4.617414,4.224464,3.858305,3.514336,3.313743,3.183249,3.014663,2.863812,2.723197,0,5.294027,10.155888,14.809384,19.23908,23.429542,27.519679,31.578947,35.545609,39.427381,43.224263,7338aaba-2e6d-4bd2-aa40-79286ab1dfd7,0.00548759422667899,0.346680676637504
2099,507051313,Baldivis - South,30.0095,https://linked.data.gov.au/dataset/asgsed3/SA2/507051313,27744,29111,30349,31526,32643,33684,34702,35688,36648,37591,38507,0,1367,1238,1177,1117,1041,1018,986,960,943,916,0,1367,2605,3782,4899,5940,6958,7944,8904,9847,10763,0,4.927191,4.252688,3.878217,3.543107,3.189045,3.022206,2.841335,2.68998,2.573128,2.436753,0,4.927191,9.389418,13.631776,17.657872,21.410035,25.079296,28.633218,32.093426,35.492359,38.793973,18722db1-b0b6-4c3e-ba25-33840b327ae6,0.00287513750208745,0.25601043886596
2100,507051314,Karnup,54.2294,https://linked.data.gov.au/dataset/asgsed3/SA2/507051314,2273,2357,2434,2509,2581,2648,2714,2779,2840,2900,2956,0,84,77,75,72,67,66,65,61,60,56,0,84,161,236,308,375,441,506,567,627,683,0,3.695557,3.266865,3.081348,2.869669,2.595893,2.492447,2.394989,2.195034,2.112676,1.931034,0,3.695557,7.08315,10.382754,13.550374,16.49802,19.401672,22.261329,24.945007,27.58469,30.048394,8149d065-0ca4-4af9-8dc5-7bad943ca021,0.00519913565767638,0.337632899564463
2101,509011225,Albany,30.6575,https://linked.data.gov.au/dataset/asgsed3/SA2/509011225,15406,15489,15545,15608,15671,15741,15824,15914,16015,16131,16253,0,83,56,63,63,70,83,90,101,116,122,0,83,139,202,265,335,418,508,609,725,847,0,0.538751,0.361547,0.405275,0.403639,0.446685,0.527285,0.568756,0.634661,0.724321,0.756308,0,0.538751,0.902246,1.311177,1.720109,2.174477,2.713229,3.297417,3.953005,4.705959,5.497858,6c9eb648-d241-4d51-99be-6f4b7e96b81a,0.00302741847553989,0.28915756292787
2102,509011226,Albany Surrounds,4009.0591,https://linked.data.gov.au/dataset/asgsed3/SA2/509011226,3857,3898,3934,3977,4023,4070,4120,4174,4233,4294,4355,0,41,36,43,46,47,50,54,59,61,61,0,41,77,120,166,213,263,317,376,437,498,0,1.063002,0.923551,1.093035,1.156651,1.168282,1.228501,1.31068,1.413512,1.441058,1.420587,0,1.063002,1.99637,3.111226,4.303863,5.522427,6.818771,8.218823,9.748509,11.330049,12.911589,ccdc51e7-9342-4677-a174-850f7dad2f75,0.394533071832939,6.89717130613225
2103,509011227,Bayonet Head - Lower King,24.871,https://linked.data.gov.au/dataset/asgsed3/SA2/509011227,5443,5481,5513,5551,5596,5644,5699,5759,5822,5889,5962,0,38,32,38,45,48,55,60,63,67,73,0,38,70,108,153,201,256,316,379,446,519,0,0.698144,0.583835,0.68928,0.810665,0.857756,0.974486,1.052816,1.09394,1.150807,1.239599,0,0.698144,1.286055,1.9842,2.81095,3.692816,4.703289,5.805622,6.963072,8.194011,9.535183,2f73169d-1c3e-4357-a3c9-cc2ad9203f86,0.00245469169158241,0.299807109906347
2104,509011228,Denmark,1859.8487,https://linked.data.gov.au/dataset/asgsed3/SA2/509011228,6537,6590,6633,6684,6732,6785,6842,6907,6974,7047,7122,0,53,43,51,48,53,57,65,67,73,75,0,53,96,147,195,248,305,370,437,510,585,0,0.810769,0.652504,0.768883,0.718133,0.787285,0.840088,0.950015,0.97003,1.046745,1.064283,0,0.810769,1.468564,2.248738,2.98302,3.793789,4.665749,5.660089,6.685024,7.801744,8.949059,bfc4e1e9-f3dd-4aa2-822a-88f823249731,0.183404546769452,2.94684822694623
2105,509011229,Gnowangerup,15012.8153,https://linked.data.gov.au/dataset/asgsed3/SA2/509011229,2964,2978,2988,3000,3016,3033,3051,3071,3094,3119,3144,0,14,10,12,16,17,18,20,23,25,25,0,14,24,36,52,69,87,107,130,155,180,0,0.472335,0.335796,0.401606,0.533333,0.56366,0.593472,0.655523,0.748942,0.808016,0.801539,0,0.472335,0.809717,1.214575,1.754386,2.327935,2.935223,3.609987,4.385965,5.22942,6.072874,f4d20c9f-2946-42bf-b4d5-e23675a418e5,1.46272807576156,7.24370645049082
2106,509011230,Katanning,2647.0202,https://linked.data.gov.au/dataset/asgsed3/SA2/509011230,4703,4695,4679,4668,4656,4649,4646,4645,4647,4646,4650,0,-8,-16,-11,-12,-7,-3,-1,2,-1,4,0,-8,-24,-35,-47,-54,-57,-58,-56,-57,-53,0,-0.170104,-0.340788,-0.235093,-0.257069,-0.150344,-0.06453,-0.021524,0.043057,-0.021519,0.086096,0,-0.170104,-0.510313,-0.744206,-0.999362,-1.148203,-1.211992,-1.233255,-1.190729,-1.211992,-1.12694,c89cac8a-a9e1-4b33-bab7-cac83697ac2b,0.257124376407319,3.20535922700314
2107,509011231,Kojonup,8554.5095,https://linked.data.gov.au/dataset/asgsed3/SA2/509011231,4202,4212,4218,4229,4243,4257,4275,4295,4318,4343,4371,0,10,6,11,14,14,18,20,23,25,28,0,10,16,27,41,55,73,93,116,141,169,0,0.237982,0.14245,0.260787,0.331048,0.329955,0.422833,0.467836,0.535506,0.578972,0.644716,0,0.237982,0.380771,0.642551,0.975726,1.308901,1.737268,2.213232,2.76059,3.355545,4.021894,c1b9633c-c0d7-4d84-9284-78a633a59d9d,0.835555293118205,5.65387945266299
2108,509011232,Little Grove - Elleker,142.6706,https://linked.data.gov.au/dataset/asgsed3/SA2/509011232,3812,3809,3805,3806,3806,3813,3822,3836,3853,3873,3892,0,-3,-4,1,0,7,9,14,17,20,19,0,-3,-7,-6,-6,1,10,24,41,61,80,0,-0.078699,-0.105014,0.026281,0,0.18392,0.236035,0.3663,0.44317,0.519076,0.490576,0,-0.078699,-0.183631,-0.157398,-0.157398,0.026233,0.262329,0.629591,1.075551,1.60021,2.098636,cea41f73-e13e-47a6-a710-e55e61677e25,0.0140972678673279,1.41026178954638
2109,509011233,McKail - Willyung,101.1998,https://linked.data.gov.au/dataset/asgsed3/SA2/509011233,11898,11997,12094,12202,12324,12457,12602,12760,12924,13096,13274,0,99,97,108,122,133,145,158,164,172,178,0,99,196,304,426,559,704,862,1026,1198,1376,0,0.832073,0.808535,0.893005,0.999836,1.079195,1.164004,1.253769,1.285266,1.330857,1.359194,0,0.832073,1.647336,2.555051,3.580434,4.698269,5.916961,7.244915,8.623298,10.068919,11.564969,f0b48864-c3b1-439d-bd88-5e7af99baac2,0.00998626053205953,0.552880163326512
2110,509011234,Plantagenet,4383.8752,https://linked.data.gov.au/dataset/asgsed3/SA2/509011234,5586,5613,5634,5663,5694,5730,5769,5811,5859,5909,5964,0,27,21,29,31,36,39,42,48,50,55,0,27,48,77,108,144,183,225,273,323,378,0,0.483351,0.374131,0.514732,0.547413,0.632244,0.680628,0.728029,0.82602,0.853388,0.930784,0,0.483351,0.859291,1.378446,1.933405,2.577873,3.276047,4.027927,4.887218,5.782313,6.766917,9da00e2b-59b8-43d7-9ae4-1488bcee68d2,0.430880479453208,4.70669120679659
2111,509011235,Stirling Range National Park,1121.6226,https://linked.data.gov.au/dataset/asgsed3/SA2/509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b92dbbfb-de21-44e1-bf2c-bece405229bb,0.109960425239251,1.98986330742549
2112,509021236,Chittering,1219.9032,https://linked.data.gov.au/dataset/asgsed3/SA2/509021236,6296,6403,6489,6583,6671,6756,6846,6938,7033,7132,7235,0,107,86,94,88,85,90,92,95,99,103,0,107,193,287,375,460,550,642,737,836,939,0,1.699492,1.34312,1.448605,1.336777,1.274172,1.332149,1.34385,1.369271,1.40765,1.444195,0,1.699492,3.065438,4.55845,5.956163,7.306226,8.735705,10.19695,11.705845,13.278272,14.914231,c2a4a60b-6da7-4fd2-939a-c88a14846fa5,0.11565813156335,1.95067778846437
2113,509021237,Cunderdin,6896.4975,https://linked.data.gov.au/dataset/asgsed3/SA2/509021237,3909,3941,3962,3989,4019,4052,4083,4120,4154,4190,4234,0,32,21,27,30,33,31,37,34,36,44,0,32,53,80,110,143,174,211,245,281,325,0,0.818624,0.53286,0.681474,0.752068,0.8211,0.765054,0.906196,0.825243,0.866635,1.050119,0,0.818624,1.355845,2.046559,2.814019,3.658225,4.451266,5.3978,6.267588,7.188539,8.314147,e115983b-d115-42cc-aabb-e1ec6c575de0,0.656197191253568,4.97982676585861
2114,509021238,Dowerin,11490.3834,https://linked.data.gov.au/dataset/asgsed3/SA2/509021238,3914,3877,3836,3798,3760,3724,3689,3659,3632,3609,3585,0,-37,-41,-38,-38,-36,-35,-30,-27,-23,-24,0,-37,-78,-116,-154,-190,-225,-255,-282,-305,-329,0,-0.945324,-1.057519,-0.990615,-1.000527,-0.957447,-0.93985,-0.813229,-0.737907,-0.63326,-0.665004,0,-0.945324,-1.992846,-2.96372,-3.934594,-4.854369,-5.748595,-6.515074,-7.204905,-7.79254,-8.405723,957f508a-0b31-464d-b307-2adedc5b88c0,1.0840687505779,5.72200525735656
